user_home_lat,user_home_long,user_work_lat,user_work_long,customer_weight,work_distance
34.09243835227763,-84.4705423456089,34.03821666280615,-84.29503041181405,62.13892531620978,2.7210895541968845
34.090335293793025,-84.46993296579446,34.03839683882386,-84.29520365200818,62.13892531620978,2.709890545868476
34.09184360808966,-84.46914359643426,34.03908427317592,-84.29578002968736,62.13892531620978,2.672437550162086
34.091414336733905,-84.46839953379413,34.03966813207345,-84.29517673871081,62.13892531620978,2.7037437321882285
34.09149496654604,-84.46950461975034,34.03718742327276,-84.29495128776638,62.13892531620978,2.7341554484859856
34.09103246452952,-84.46911882805202,34.03717356887794,-84.29334595902193,62.13892531620978,2.8255969618853847
34.090843283849956,-84.46843912539754,34.037496907415004,-84.29427029276295,62.13892531620978,2.770163016585927
34.09064016495516,-84.46798947196963,34.03928613688609,-84.29608740675597,62.13892531620978,2.6536795487719167
34.09072962385483,-84.46728118667514,34.03756594951577,-84.29466475274428,62.13892531620978,2.7471143623115397
34.09079554638871,-84.46886134944405,34.03822832545575,-84.29511835655619,62.13892531620978,2.7159860647206617
34.093170807752365,-84.46838118946314,34.036766787457154,-84.29477807971118,62.13892531620978,2.748007974846553
34.091094735335425,-84.46926449495778,34.03975567434251,-84.29561301343729,62.13892531620978,2.678346514380752
34.09106043235121,-84.46962242683826,34.038185011603744,-84.29480282460428,62.13892531620978,2.7343076599918112
34.09129163186313,-84.46921106797792,34.0386134592291,-84.29601638932643,62.13892531620978,2.6619775144002347
34.09279396641852,-84.4704121138154,34.03863809658848,-84.29646984583906,62.13892531620978,2.635919315808567
34.092409801537656,-84.46748159492695,34.038032501515566,-84.29502571931566,62.13892531620978,2.7227560714465997
34.09174073673262,-84.46752983013656,34.037615356174925,-84.29514054189663,62.13892531620978,2.719602059839563
34.092021885075646,-84.46983429529723,34.039326768597014,-84.29675874427913,62.13892531620978,2.6150594701604426
34.091242374413405,-84.4679501780027,34.03917093131973,-84.29365974757626,62.13892531620978,2.793157020242198
34.092306302137416,-84.46940196247445,34.03823404882341,-84.29513032681261,62.13892531620978,2.7152607085201654
34.091696112816436,-84.46879631993943,34.03852893082036,-84.29581616962345,62.13892531620978,2.673995145556677
34.09140151289306,-84.46698671136642,34.03900757123706,-84.29326611604932,62.13892531620978,2.816602179529453
34.09160339442881,-84.46885831665591,34.03896593092283,-84.29392182188838,62.13892531620978,2.7793646074829863
34.091133952592905,-84.46789385678686,34.038282815792584,-84.2954327396865,62.13892531620978,2.697647746177987
34.091906072528765,-84.46966285469205,34.03893235490304,-84.29453540831658,62.13892531620978,2.7444981114022293
34.0916907020718,-84.46916655966378,34.037609557171166,-84.29508392150434,62.13892531620978,2.722875424794963
34.09135961121134,-84.46939709411065,34.038591514388386,-84.29652428254464,62.13892531620978,2.6331361167620826
34.09180620031135,-84.4679723970621,34.03949121514585,-84.29446364417177,62.13892531620978,2.745443715630548
34.09097331842722,-84.4692894706578,34.03964110154442,-84.29554942621436,62.13892531620978,2.6825498827187775
34.0926616141014,-84.46825489558843,34.03836145551875,-84.29539822851538,62.13892531620978,2.699041592419992
34.090667676330824,-84.46724536168308,34.03773081618847,-84.29553667166505,62.13892531620978,2.6960697060138146
34.091224476950984,-84.46829199274002,34.03818301219027,-84.29497461315891,62.13892531620978,2.724523545524505
34.022170677862654,-84.40493430140197,34.03984663296627,-84.58237382905665,58.96709827686684,13.782993644822339
34.02109635956121,-84.40621443016478,34.03985672173872,-84.58067550449019,58.96709827686684,13.685546508136511
34.021902621077714,-84.40490006607494,34.040410054453545,-84.58150481704662,58.96709827686684,13.732634845581236
34.01952626291532,-84.40537393830272,34.03955398466498,-84.58126519034157,58.96709827686684,13.719692231276618
34.02064827119806,-84.40671648935485,34.04134984121821,-84.58176032893238,58.96709827686684,13.746703145386144
34.02252236089211,-84.4062592144438,34.038730921732544,-84.58086207283954,58.96709827686684,13.697580218936825
34.02093374252082,-84.40587074911674,34.04081062365498,-84.58183859582127,58.96709827686684,13.751495787878653
34.020913165021256,-84.40621140441908,34.04000644513625,-84.58260711821296,58.96709827686684,13.79622525928443
34.0218904915632,-84.40431154408894,34.039770488721096,-84.58175118639022,58.96709827686684,13.747347165070646
34.02182537037553,-84.40589413390713,34.040118934594304,-84.58289686031846,58.96709827686684,13.812746494772417
34.021508390005174,-84.40705471444662,34.04072517412745,-84.58107408685942,58.96709827686684,13.707689165729578
